persona_description;item
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I enjoy being part of a group.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I tend to vote for liberal political candidates.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I am not interested in other people?€?s problems.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I get irritated easily.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I am relaxed most of the time.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I hold a grudge.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I can’t stand confrontations.
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I try to follow the rules.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I love to help others.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I like to begin new things.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I do not like art.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I believe laws should be strictly enforced.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I worry about things.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I believe that others have good intentions.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I love to daydream.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I avoid mistakes.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I would never go hang-gliding or bungee-jumping.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I have difficulty imagining things.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I feel that I?€?m unable to deal with things.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I do more than what?€?s expected of me.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I believe that people should fend for themselves.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I get angry easily.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I don‘t like the idea of change.
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I avoid difficult reading material.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I turn my back on others.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I warm up quickly to others.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I believe that people are basically moral.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I don?€?t worry about things that have already happened.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I am very pleased with myself.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I indulge in my fantasies.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I put little time and effort into my work.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I am not really interested in others.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I believe in human goodness.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I often feel blue.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I am calm even in tense situations.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I don‘t like to draw attention to myself.
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I dislike myself.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I avoid contact with others.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I can't make up my mind.
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I am afraid that I will do the wrong thing.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I believe that there is no absolute right or wrong.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I can?€?t stand weak people.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I feel comfortable around other people.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I do not like concerts.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I take control of things.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I waste my time.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I like to take my time.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I have a lot of fun.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I believe that we coddle criminals too much.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I am able to control my cravings.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I enjoy the beauty of nature.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I seek quiet.	
I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home.;I try to lead others.
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like to get lost in thought.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love to eat.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I often eat too much.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I handle tasks smoothly.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I use flattery to get ahead.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I know the answers to many questions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I enjoy thinking about things.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I complete tasks successfully.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I get chores done right away.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I remain calm under pressure.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I rarely notice my emotional reactions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I involve others in what I am doing.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love to read challenging material.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I cheer people up.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seldom joke around.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do just enough work to get by.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seek danger.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like to stand during the national anthem.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am often in a bad mood.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I believe that criminals should receive help rather than punishment.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I boast about my virtues.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I use others for my own ends.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I take charge.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I make friends easily.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I think highly of myself.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I think that all will be well.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not highly motivated to succeed.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not bothered by disorder.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I plunge into tasks with all my heart.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seldom get mad.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I make people feel welcome.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love large parties.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I go on binges.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I stick to my chosen path.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I leave my belongings around.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I know how to cope.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I get upset easily.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seldom daydream.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I work hard.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love order and regularity.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I break my promises.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I distrust people.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like to solve complex problems.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I suspect hidden motives in others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I believe that I am better than others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I dislike new foods.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am always busy.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have a rich vocabulary.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I put people under pressure.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I often make last-minute plans.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I postpone decisions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I feel comfortable with myself.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I want everything to be just right.
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I easily resist temptations.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I get back at others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am always prepared.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am often down in the dumps.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I panic easily.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I wait for others to lead the way.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am interested in many things.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I fear the worst.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am passionate about causes.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I start tasks right away.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I feel others’ emotions.
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I feel sympathy for those who are worse off than myself.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I adapt easily to new situations.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I dislike loud music.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I keep my cool.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I rarely complain.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like to take it easy.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do not enjoy going to art museums.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I hate to seem pushy.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I avoid crowds.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I listen to my conscience.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am concerned about others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I get stressed out easily.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I rarely get irritated.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I feel that my life lacks direction.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I express childlike joy.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I spend time reflecting on things.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I take advantage of others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not easily annoyed.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seek adventure.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have little to say.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am able to stand up for myself.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I sympathize with the homeless.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I laugh aloud.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I trust others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I believe in an eye for an eye.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love surprise parties.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I value cooperation over competition.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I go straight for the goal.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I believe that we should be tough on crime.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I dislike being the center of attention.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not easily affected by my emotions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am a creature of habit.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am talk others into doing things.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like to tidy up.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have a good word for everyone.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I get others to do my duties.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I contradict others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love flowers.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do the opposite of what is asked.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I tell the truth.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do things according to a plan.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I can handle a lot of information.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I readily overcome setbacks.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I come up with good solutions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I consider myself an average person.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I know how to get things done.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I try to understand myself.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have frequent mood swings.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I choose my words with care.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I get to work at once.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I make people feel uncomfortable.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I enjoy wild flights of fantasy.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I try not to think about the needy.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I often feel uncomfortable around others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I enjoy being part of a loud crowd.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am easily intimidated.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I can manage many things at the same time.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I react slowly.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I act without thinking.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I stick to the rules.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I trust what people say.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I make rash decisions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I would never cheat on my taxes.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I believe in the importance of art.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have a low opinion of myself.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I often forget to put things back in their proper place.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I believe in one true religion.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I become overwhelmed by events.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I keep in the background.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I let things proceed at their own pace.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am indifferent to the feelings of others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I can handle complex problems.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I keep my promises.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I only feel comfortable with friends.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I believe that people are essentially evil.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I stumble over my words.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I make myself the center of attention.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seldom feel blue.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I pay my bills on time.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not bothered by messy people.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do things I later regret.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love excitement.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seldom get emotional.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I read quickly.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I leave a messy in my room.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am easy to satisfy.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do a lot in my spare time.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I get caught up in my problems.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not interested in abstract ideas.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I amuse my friends.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love a good fight.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I act wild and crazy.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I radiate joy.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I believe that too much tax money goes to support artists.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I yell at people.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do not have a good imagination.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I feel desperate.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have difficulty starting tasks.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I talk to a lot of different people at parties.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I take no times for others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do not enjoy watching dance performances.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I look at the bright side of life.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I excel in what I do.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I suffer from others‘ sorrows.
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not easily amused.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I tend to dislike softhearted people.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I never splurge.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I laugh my way through life.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I tend to vote for conservative political candidates.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I never spend more than I can afford.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I misrepresent the facts.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I look down on others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am attached to conventional ways.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I avoid philosophical discussion.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not easily bothered by things.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I dislike talking about myself.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I find it difficult to get down to work.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am sure of my ground.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I don’t see the consequence of things.
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I lose my temper.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like order.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am always on the go.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I demand quality.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have little to contribute.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am willing to try anything once.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I don?€?t understand things.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I carry out my plans.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like to act on a whim.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like to visit new places.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I enjoy examining myself and my life.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am hard to get to know.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I don?€?t know why I do some of the things I do.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have a high opinion of myself.	
